Referencia,Fecha Alta,Tipo,Operación,Departamento,Area (m2),Precio Venta/Alquiler,Fecha Venta,Vendedor
1552,42926,parqueadero,Venta,Cundinamarca,108,43642800,43218,Jesús
1553,42927,apartamento,Alquiler,Cundinamarca,130,85904000,43045,Joaquín
1554,42927,lote,Venta,Cundinamarca,63,61878600,43288,Luisa
1555,42928,lote,Alquiler,Cundinamarca,132,70884000,43042,Luisa
1556,42928,apartamento,Alquiler,Meta,183,138823800,43264,Joaquín
1557,42928,Local,Venta,Cundinamarca,159,158284500,43205,Pedro
1558,42929,lote,Alquiler,Meta,163,83064800,43038,Joaquín
1559,42929,apartamento,Alquiler,Norte de Santander,138,82468800,43236,Joaquín
1560,42930,Casa,Alquiler,Norte de Santander,177,107492100,43033,Luisa
1561,42931,Casa,Alquiler,Cundinamarca,291,182340600,43222,Pedro
1562,42931,Local,Venta,Norte de Santander,74,58363800,43025,Luisa
1563,42931,lote,Venta,Norte de Santander,206,188181000,43291,Joaquín
1564,42931,parqueadero,Venta,Boyacá,240,198384000,43026,Pedro
1565,42932,apartamento,Venta,Meta,80,53384000,43249,Luisa
1566,42932,apartamento,Alquiler,Boyacá,140,70644000,43253,Pedro
1567,42932,Oficina,Alquiler,Meta,296,205749600,43052,Jesús
1568,42933,apartamento,Alquiler,Boyacá,210,201708000,43215,Pedro
1569,42933,Oficina,Alquiler,Meta,273,220283700,43278,María
1570,42933,parqueadero,Alquiler,Cundinamarca,67,34793100,43218,Pedro
1571,42934,Casa,Venta,Cundinamarca,127,58369200,43111,Carmen
1572,42934,Local,Alquiler,Cundinamarca,300,171630000,43211,María
1573,42934,Local,Venta,Cundinamarca,202,127138800,43110,Joaquín
1574,42934,apartamento,Alquiler,Cundinamarca,203,169971900,43110,Jesús
1575,42935,Industrial,Venta,Cundinamarca,275,162057500,43149,Joaquín
1576,42936,apartamento,Alquiler,Boyacá,298,220728600,43290,Pedro
1577,42936,apartamento,Alquiler,Meta,288,118656000,43044,Luisa
1578,42936,Local,Venta,Norte de Santander,178,172304000,43195,Jesús
1579,42936,lote,Venta,Meta,141,120710100,43151,María
1580,42937,apartamento,Venta,Meta,110,78683000,43057,Carmen
1581,42937,lote,Alquiler,Meta,233,222491700,43035,Jesús
1582,42937,parqueadero,Alquiler,Boyacá,297,246302100,43172,María
1583,42938,lote,Alquiler,Norte de Santander,300,183210000,43222,Carmen
1584,42938,Industrial,Venta,Norte de Santander,191,91641800,43150,Luisa
1585,42938,Casa,Venta,Norte de Santander,203,102677400,43285,Pedro
1586,42938,Industrial,Venta,Meta,291,144743400,43133,María
1587,42939,parqueadero,Venta,Boyacá,101,47863900,43107,Joaquín
1588,42939,Local,Alquiler,Norte de Santander,245,217094500,43234,Jesús
1589,42939,Casa,Venta,Boyacá,287,160748700,43040,Carmen
1590,42939,lote,Venta,Boyacá,142,68216800,43245,Jesús
1591,42940,parqueadero,Venta,Meta,255,162792000,43171,Jesús
1592,42940,parqueadero,Venta,Cundinamarca,207,110786400,43235,Luisa
1593,42940,Casa,Alquiler,Meta,77,56294700,43033,Luisa
1594,42941,Local,Venta,Norte de Santander,80,56888000,43037,Carmen
1595,42941,parqueadero,Venta,Boyacá,96,64540800,43247,Luisa
1596,42941,lote,Alquiler,Cundinamarca,264,213312000,43126,María
1597,42942,parqueadero,Venta,Boyacá,256,165606400,43133,Pedro
1598,42942,Industrial,Alquiler,Norte de Santander,167,160620600,43080,Joaquín
1599,42942,lote,Alquiler,Norte de Santander,245,131173000,43106,Pedro
1600,42943,Oficina,Alquiler,Boyacá,114,76437000,43155,Carmen
1601,42944,Industrial,Venta,Boyacá,136,130954400,43058,Joaquín
1602,42944,Local,Alquiler,Meta,115,75635500,43147,Pedro
1603,42944,apartamento,Alquiler,Cundinamarca,165,68772000,43151,Carmen
1604,42945,lote,Venta,Meta,132,80704800,43039,Carmen
1605,42946,Casa,Alquiler,Cundinamarca,260,130156000,43098,Carmen
1606,42947,apartamento,Alquiler,Cundinamarca,211,195132800,43103,Luisa
1607,42947,parqueadero,Alquiler,Boyacá,106,43767400,43077,Luisa
1608,42948,Oficina,Venta,Cundinamarca,139,74073100,43173,María
1609,42948,Local,Alquiler,Boyacá,95,56325500,43047,Jesús
1610,42948,apartamento,Venta,Boyacá,245,229246500,43261,Carmen
1611,42949,lote,Alquiler,Meta,71,69203700,43253,Joaquín
1612,42950,Oficina,Venta,Boyacá,275,211090000,43305,Pedro
1613,42950,Industrial,Alquiler,Norte de Santander,84,69039600,43139,Carmen
1614,42950,lote,Alquiler,Meta,152,96003200,43201,Luisa
1615,42950,Oficina,Venta,Norte de Santander,64,39948800,43076,Jesús
1616,42950,Oficina,Alquiler,Boyacá,126,75726000,43304,Pedro
1617,42950,apartamento,Alquiler,Boyacá,86,68559200,43219,Pedro
1618,42951,Local,Alquiler,Meta,135,99036000,43072,Joaquín
1619,42951,Casa,Alquiler,Norte de Santander,222,147741000,43226,María
1620,42951,parqueadero,Alquiler,Norte de Santander,56,37559200,43151,Jesús
1621,42951,Casa,Venta,Norte de Santander,286,165880000,43066,María
1622,42951,Industrial,Venta,Meta,233,178268300,43309,Pedro
1623,42951,Industrial,Alquiler,Cundinamarca,47,28674700,43261,Joaquín
1624,42951,Oficina,Alquiler,Meta,59,28154800,43303,Jesús
1625,42952,Oficina,Alquiler,Boyacá,73,32864600,43132,Carmen
1626,42952,Local,Venta,Cundinamarca,188,120921600,43173,María
1627,42953,parqueadero,Venta,Cundinamarca,245,120270500,43079,Jesús
1628,42953,parqueadero,Venta,Norte de Santander,297,244044900,43315,Carmen
1629,42953,parqueadero,Alquiler,Boyacá,99,94257900,43162,María
1630,42953,lote,Alquiler,Meta,69,34962300,43226,Joaquín
1631,42954,Local,Alquiler,Cundinamarca,300,190020000,43078,Pedro
1632,42954,Oficina,Alquiler,Meta,48,40435200,43156,Joaquín
1633,42954,lote,Venta,Boyacá,201,152297700,43063,Carmen
1634,42954,Industrial,Venta,Norte de Santander,92,73986400,43128,Luisa
1635,42955,apartamento,Alquiler,Cundinamarca,250,166925000,43104,María
1636,42955,lote,Venta,Norte de Santander,224,144838400,43089,Joaquín
1637,42955,parqueadero,Venta,Cundinamarca,112,82980800,43188,Joaquín
1638,42955,apartamento,Venta,Norte de Santander,184,115680800,43216,Carmen
1639,42956,parqueadero,Venta,Boyacá,300,215520000,43317,Jesús
1640,42956,parqueadero,Alquiler,Meta,162,129713400,43145,María
1641,42956,Oficina,Alquiler,Boyacá,93,55251300,43129,Pedro
1642,42957,Industrial,Venta,Boyacá,276,266781600,43085,Joaquín
1643,42957,apartamento,Alquiler,Meta,130,124605000,43066,Luisa
1644,42957,Local,Venta,Cundinamarca,269,238495400,43143,María
1645,42957,Casa,Alquiler,Norte de Santander,133,95813200,43255,Pedro
1646,42958,parqueadero,Venta,Norte de Santander,184,114760800,43280,Luisa
1647,42959,Local,Venta,Meta,297,288832500,43066,Pedro
1648,42959,Casa,Venta,Meta,118,54598600,43158,Pedro
1649,42961,Local,Venta,Cundinamarca,119,90678000,43060,Carmen
1650,42961,Casa,Alquiler,Meta,57,29303700,43066,Carmen
1651,42961,parqueadero,Venta,Boyacá,77,59282300,43184,Pedro
1652,42962,Casa,Alquiler,Norte de Santander,63,60139800,43160,Carmen
1653,42962,apartamento,Alquiler,Boyacá,159,76192800,43136,Carmen
1654,42962,Oficina,Alquiler,Boyacá,137,80432700,43086,Joaquín
1655,42962,Local,Alquiler,Cundinamarca,82,37523200,43242,Jesús
1656,42962,Oficina,Alquiler,Boyacá,79,41166900,43316,Pedro
1657,42963,Casa,Alquiler,Cundinamarca,89,35867000,43150,Luisa
1658,42963,parqueadero,Alquiler,Cundinamarca,232,164325600,43153,María
1659,42963,lote,Alquiler,Cundinamarca,221,106964000,43252,Joaquín
1660,42963,lote,Alquiler,Boyacá,212,192686800,43063,Carmen
1661,42964,Oficina,Venta,Cundinamarca,58,50935600,43240,Luisa
1662,42964,apartamento,Venta,Boyacá,167,142300700,43198,Carmen
1663,42965,parqueadero,Alquiler,Cundinamarca,224,98604800,43141,María
1664,42966,Oficina,Venta,Norte de Santander,272,223312000,43082,Luisa
1665,42966,Industrial,Alquiler,Boyacá,238,227599400,43266,Joaquín
1666,42966,Oficina,Alquiler,Boyacá,69,44263500,43266,María
1667,42969,Local,Venta,Cundinamarca,209,84310600,43124,María
1668,42969,Oficina,Alquiler,Boyacá,103,87220400,43065,María
1669,42970,Oficina,Alquiler,Norte de Santander,203,193337200,43131,Jesús
1670,42970,Local,Venta,Meta,263,149988900,43320,Pedro
1671,42971,Industrial,Venta,Meta,236,170722400,43136,Pedro
1672,42972,Oficina,Venta,Norte de Santander,227,178921400,43071,Joaquín
1673,42973,Industrial,Venta,Boyacá,223,150971000,43111,Jesús
1674,42973,Casa,Venta,Norte de Santander,242,229004600,43124,María
1675,42973,apartamento,Alquiler,Meta,216,204530400,43199,Jesús
1676,42974,Oficina,Venta,Meta,239,218135300,43266,María
1677,42974,Industrial,Venta,Boyacá,300,262560000,43108,María
1678,42974,Oficina,Venta,Boyacá,48,47486400,43142,Luisa
1679,42974,Oficina,Venta,Cundinamarca,91,66384500,43197,María
1680,42974,apartamento,Alquiler,Boyacá,70,61544000,43191,Jesús
1681,42975,Casa,Venta,Norte de Santander,284,145919200,43283,María
1682,42975,Casa,Alquiler,Norte de Santander,265,144107000,43316,Jesús
1683,42975,lote,Venta,Meta,101,55277300,43067,Luisa
1684,42975,Industrial,Alquiler,Norte de Santander,224,193244800,43134,Carmen
1685,42975,apartamento,Alquiler,Cundinamarca,254,119126000,43308,Pedro
1686,42975,apartamento,Venta,Boyacá,97,76581500,43296,María
1687,42976,parqueadero,Alquiler,Norte de Santander,82,70085400,43212,María
1688,42976,apartamento,Alquiler,Boyacá,252,192351600,43243,Pedro
1689,42976,apartamento,Alquiler,Norte de Santander,108,58158000,43316,Carmen
1690,42977,parqueadero,Venta,Norte de Santander,142,68188400,43263,Carmen
1691,42977,Casa,Venta,Meta,139,78562800,43110,Jesús
1692,42977,Local,Venta,Boyacá,78,39195000,43173,Jesús
1693,42977,lote,Venta,Boyacá,233,217132700,43109,Jesús
1694,42978,Local,Venta,Norte de Santander,275,182682500,43234,Jesús
1695,42978,Casa,Alquiler,Norte de Santander,248,123404800,43159,Jesús
1696,42978,Industrial,Venta,Cundinamarca,158,147398200,43341,Carmen
1697,42979,Industrial,Venta,Norte de Santander,116,114341200,43284,María
1698,42980,Industrial,Alquiler,Cundinamarca,213,133359300,43196,Jesús
1699,42981,Industrial,Alquiler,Cundinamarca,202,155843000,43126,Jesús
1700,42981,parqueadero,Venta,Cundinamarca,163,115012800,43177,Joaquín
1701,42981,apartamento,Venta,Cundinamarca,245,151728500,43227,Luisa
1702,42982,Industrial,Alquiler,Boyacá,198,84031200,43247,Pedro
1703,42984,Industrial,Venta,Boyacá,288,217152000,43340,Carmen
1704,42984,Industrial,Venta,Cundinamarca,161,82705700,43225,María
1705,42984,Local,Alquiler,Meta,170,142902000,43083,Pedro
1706,42984,Industrial,Alquiler,Meta,261,202640400,43136,Carmen
1707,42985,apartamento,Alquiler,Meta,99,93891600,43347,Pedro
1708,42985,Casa,Alquiler,Meta,205,176218000,43234,Jesús
1709,42985,parqueadero,Alquiler,Cundinamarca,173,84268300,43130,Joaquín
1710,42985,Local,Venta,Cundinamarca,272,207400000,43326,Joaquín
1711,42986,Local,Venta,Cundinamarca,299,142443600,43117,Carmen
1712,42986,parqueadero,Alquiler,Boyacá,115,90758000,43292,Carmen
1713,42987,apartamento,Venta,Norte de Santander,201,133343400,43148,María
1714,42987,lote,Venta,Cundinamarca,129,61765200,43346,Joaquín
1715,42987,Industrial,Alquiler,Meta,100,52680000,43219,Joaquín
1716,42987,Oficina,Venta,Meta,187,103130500,43148,Joaquín
1717,42987,parqueadero,Alquiler,Meta,153,82451700,43251,María
1718,42987,Local,Venta,Cundinamarca,218,191142400,43303,Carmen
1719,42988,Industrial,Venta,Boyacá,121,74765900,43167,Pedro
1720,42988,Local,Venta,Cundinamarca,254,166852600,43098,Carmen
1721,42988,Oficina,Alquiler,Boyacá,173,99475000,43345,Joaquín
1722,42988,apartamento,Alquiler,Meta,250,247800000,43217,Carmen
1723,42988,Oficina,Alquiler,Boyacá,142,120146200,43318,Jesús
1724,42988,parqueadero,Venta,Meta,270,179847000,43161,Joaquín
1725,42989,Local,Alquiler,Cundinamarca,145,94380500,43237,Luisa
1726,42989,Oficina,Alquiler,Boyacá,194,193165800,43083,Jesús
1727,42989,Industrial,Venta,Meta,271,202816400,43107,María
1728,42989,apartamento,Alquiler,Meta,240,160272000,43254,Joaquín
1729,42989,lote,Venta,Meta,185,123099000,43239,Jesús
1730,42990,Oficina,Venta,Meta,194,149011400,43087,Luisa
1731,42990,parqueadero,Venta,Meta,223,214392200,43210,Jesús
1732,42990,Oficina,Venta,Cundinamarca,66,41586600,43300,María
1733,42991,Industrial,Venta,Cundinamarca,140,86408000,43139,Carmen
1734,42991,Oficina,Alquiler,Cundinamarca,223,97495600,43304,Luisa
1735,42992,parqueadero,Alquiler,Norte de Santander,258,143035200,43114,María
1736,42992,Industrial,Alquiler,Meta,176,104385600,43245,Jesús
1737,42992,apartamento,Venta,Cundinamarca,94,70791400,43227,Jesús
1738,42992,Casa,Alquiler,Meta,153,94860000,43189,Jesús
1739,42994,Local,Alquiler,Norte de Santander,91,83829200,43206,Pedro
1740,42994,Local,Venta,Meta,145,59870500,43086,María
1741,42994,Oficina,Venta,Meta,79,44137300,43133,Carmen
1742,42995,parqueadero,Venta,Norte de Santander,70,42819000,43151,Jesús
1743,42995,Casa,Venta,Norte de Santander,292,263033600,43108,Joaquín
1744,42995,apartamento,Venta,Meta,51,42564600,43087,Luisa
1745,42995,Casa,Venta,Meta,132,64152000,43194,Joaquín
1746,42997,parqueadero,Alquiler,Cundinamarca,193,154014000,43320,Jesús
1747,42998,apartamento,Alquiler,Norte de Santander,240,218376000,43127,Jesús
1748,42999,apartamento,Alquiler,Cundinamarca,111,65667600,43136,Joaquín
1749,42999,apartamento,Alquiler,Meta,123,87354600,43133,Joaquín
1750,42999,Local,Venta,Norte de Santander,117,47408400,43302,Luisa
1751,42999,parqueadero,Alquiler,Norte de Santander,258,175878600,43155,Jesús
1752,42999,apartamento,Venta,Meta,116,80330000,43356,María
1753,42999,Casa,Alquiler,Meta,185,112998000,43200,Pedro
1754,42999,apartamento,Venta,Boyacá,55,43323500,43182,Carmen
1755,43000,Casa,Venta,Cundinamarca,182,130530400,43257,Luisa
1756,43002,Oficina,Alquiler,Boyacá,85,61327500,43143,Pedro
1757,43002,lote,Alquiler,Meta,204,87842400,43304,Carmen
1758,43002,parqueadero,Alquiler,Boyacá,47,40340100,43124,María
1759,43003,Casa,Venta,Meta,232,213347200,43238,Carmen
1760,43003,Local,Alquiler,Cundinamarca,98,68384400,43121,Joaquín
1761,43004,apartamento,Venta,Boyacá,214,168931600,43117,Carmen
1762,43004,Casa,Venta,Norte de Santander,191,151405700,43363,Luisa
1763,43005,Local,Alquiler,Norte de Santander,78,67813200,43213,María
1764,43005,apartamento,Alquiler,Cundinamarca,187,91106400,43155,María
1765,43007,Industrial,Alquiler,Cundinamarca,121,49089700,43370,María
1766,43007,Oficina,Venta,Cundinamarca,231,229937400,43235,Jesús
1767,43007,parqueadero,Venta,Boyacá,82,76424000,43115,Pedro
1768,43008,lote,Alquiler,Cundinamarca,79,40937800,43327,Luisa
1769,43009,Oficina,Venta,Meta,134,54966800,43322,Pedro
1770,43009,apartamento,Venta,Cundinamarca,164,87871200,43121,María
1771,43009,Local,Alquiler,Meta,285,177982500,43159,María
1772,43009,Industrial,Alquiler,Boyacá,148,64468800,43242,Jesús
1773,43009,Casa,Venta,Cundinamarca,132,85047600,43240,Jesús
1774,43009,Casa,Venta,Boyacá,193,103351500,43099,Pedro
1775,43009,Local,Venta,Norte de Santander,53,44631300,43328,Pedro
1776,43009,parqueadero,Venta,Meta,229,221511700,43313,Jesús
1777,43010,Local,Venta,Norte de Santander,279,151273800,43289,Luisa
1778,43010,Local,Alquiler,Cundinamarca,204,192922800,43234,Pedro
1779,43010,lote,Alquiler,Cundinamarca,68,61349600,43118,Jesús
1780,43010,Casa,Venta,Cundinamarca,180,97956000,43260,María
1781,43010,Casa,Venta,Cundinamarca,55,26438500,43308,Joaquín
1782,43010,Casa,Alquiler,Cundinamarca,258,114655200,43307,Luisa
1783,43011,apartamento,Venta,Boyacá,300,150630000,43214,Pedro
1784,43011,parqueadero,Alquiler,Norte de Santander,85,80911500,43245,María
1785,43011,Oficina,Venta,Meta,61,25772500,43158,Jesús
1786,43011,Casa,Venta,Boyacá,82,35940600,43371,Pedro
1787,43011,parqueadero,Venta,Meta,299,266947200,43261,Joaquín
1788,43011,parqueadero,Venta,Norte de Santander,85,65883500,43295,Luisa
1789,43012,Oficina,Alquiler,Norte de Santander,85,74927500,43105,María
1790,43012,Local,Venta,Norte de Santander,238,218436400,43323,Luisa
1791,43012,Oficina,Alquiler,Norte de Santander,228,174739200,43244,Carmen
1792,43013,Local,Venta,Cundinamarca,106,80454000,43375,Pedro
1793,43013,Casa,Alquiler,Cundinamarca,274,175305200,43159,Joaquín
1794,43013,Local,Alquiler,Norte de Santander,118,97031400,43146,Luisa
1795,43013,Oficina,Venta,Cundinamarca,224,142016000,43223,Jesús
1796,43014,Casa,Alquiler,Norte de Santander,208,181168000,43251,Jesús
1797,43014,lote,Alquiler,Boyacá,132,88242000,43379,Carmen
1798,43014,Local,Alquiler,Cundinamarca,211,152299800,43253,Luisa
1799,43014,Oficina,Alquiler,Boyacá,289,224957600,43269,Carmen
1800,43014,Industrial,Venta,Boyacá,160,131952000,43314,Jesús
1801,43014,apartamento,Venta,Meta,127,120472200,43310,Joaquín
1802,43015,Oficina,Venta,Cundinamarca,158,90960600,43270,Carmen
1803,43015,Casa,Venta,Boyacá,253,237845300,43353,Luisa
1804,43015,lote,Venta,Cundinamarca,116,85793600,43123,Luisa
1805,43015,lote,Venta,Cundinamarca,242,196310400,43300,Pedro
1806,43016,Industrial,Venta,Meta,264,113335200,43133,Pedro
1807,43017,Local,Alquiler,Norte de Santander,211,124405600,43344,María
1808,43017,Local,Venta,Boyacá,129,73594500,43259,Joaquín
1809,43019,Local,Alquiler,Norte de Santander,151,138270700,43227,María
1810,43019,Industrial,Venta,Cundinamarca,64,48038400,43235,Carmen
1811,43020,Oficina,Venta,Boyacá,215,147318000,43232,Pedro
1812,43020,Oficina,Venta,Cundinamarca,124,94562400,43242,Joaquín
1813,43020,Local,Alquiler,Norte de Santander,246,201031200,43152,María
1814,43020,Local,Alquiler,Cundinamarca,56,34619200,43208,María
1815,43020,Local,Alquiler,Norte de Santander,72,68623200,43355,Luisa
1816,43020,Industrial,Venta,Meta,120,105000000,43136,Pedro
1817,43021,Industrial,Venta,Norte de Santander,76,36867600,43372,Luisa
1818,43021,Local,Venta,Boyacá,255,206346000,43245,Luisa
1819,43021,Casa,Venta,Boyacá,245,160573000,43271,Pedro
1820,43022,Industrial,Venta,Boyacá,122,49727200,43328,Luisa
1821,43022,Casa,Alquiler,Norte de Santander,207,155622600,43272,Carmen
1822,43023,Casa,Venta,Norte de Santander,84,43764000,43140,María
1823,43023,parqueadero,Alquiler,Cundinamarca,271,233412300,43314,Joaquín
1824,43023,Local,Alquiler,Boyacá,257,213618400,43208,Jesús
1825,43023,apartamento,Venta,Norte de Santander,262,239075000,43170,Pedro
1826,43024,lote,Venta,Cundinamarca,228,99453600,43186,Joaquín
1827,43024,Oficina,Venta,Norte de Santander,145,116986000,43226,Joaquín
1828,43024,Local,Venta,Cundinamarca,214,168760400,43122,Luisa
1829,43025,Industrial,Alquiler,Boyacá,159,72456300,43339,Jesús
1830,43025,Oficina,Venta,Boyacá,202,186769200,43165,Jesús
1831,43025,Oficina,Venta,Meta,156,99122400,43250,Carmen
1832,43026,apartamento,Alquiler,Boyacá,211,128456800,43338,Carmen
1833,43026,apartamento,Alquiler,Boyacá,71,38858300,43118,Jesús
1834,43026,Casa,Alquiler,Norte de Santander,157,118205300,43199,Joaquín
1835,43027,Oficina,Venta,Meta,70,51184000,43179,María
1836,43028,parqueadero,Alquiler,Cundinamarca,133,74586400,43252,María
1837,43028,parqueadero,Alquiler,Boyacá,46,23717600,43320,María
1838,43028,lote,Alquiler,Meta,214,164266400,43341,Luisa
1839,43029,Casa,Alquiler,Norte de Santander,258,247551000,43279,Jesús
1840,43030,lote,Alquiler,Cundinamarca,276,154449600,43232,Carmen
1841,43030,Local,Alquiler,Meta,49,45241700,43270,Luisa
1842,43030,Industrial,Venta,Boyacá,254,229920800,43348,Pedro
1843,43030,Industrial,Alquiler,Meta,98,95550000,43291,Luisa
1844,43031,parqueadero,Alquiler,Meta,107,65815700,43175,Pedro
1845,43033,lote,Alquiler,Meta,158,93883600,43348,Jesús
1846,43034,Local,Alquiler,Boyacá,205,159736000,43388,Carmen
1847,43035,Oficina,Alquiler,Meta,182,149913400,43350,Joaquín
1848,43035,Oficina,Venta,Norte de Santander,266,132760600,43222,María
1849,43036,Casa,Venta,Norte de Santander,160,78112000,43200,Pedro
1850,43036,parqueadero,Alquiler,Cundinamarca,218,99190000,43248,Jesús
1851,43036,parqueadero,Venta,Meta,162,95758200,43183,Joaquín
1852,43036,apartamento,Alquiler,Norte de Santander,164,142106000,43401,Luisa
1853,43036,Industrial,Alquiler,Cundinamarca,224,142262400,43171,Luisa
1854,43036,lote,Venta,Cundinamarca,249,187895400,43401,Luisa
1855,43037,Casa,Venta,Norte de Santander,160,126304000,43139,Jesús
1856,43037,Casa,Venta,Norte de Santander,284,246796000,43215,Pedro
1857,43038,Local,Venta,Boyacá,254,239420400,43331,María
1858,43038,parqueadero,Alquiler,Boyacá,103,53673300,43401,María
1859,43039,Casa,Alquiler,Norte de Santander,216,188308800,43391,Pedro
1860,43040,Oficina,Alquiler,Norte de Santander,213,208377900,43213,María
1861,43041,lote,Venta,Boyacá,228,194484000,43383,María
1862,43041,parqueadero,Venta,Cundinamarca,249,222132900,43232,Pedro
1863,43041,lote,Venta,Meta,82,41787200,43182,Luisa
1864,43041,Oficina,Alquiler,Norte de Santander,67,30411300,43280,Joaquín
1865,43042,Casa,Venta,Boyacá,71,29940700,43195,María
1866,43042,lote,Venta,Boyacá,70,54089000,43263,Jesús
1867,43042,parqueadero,Venta,Meta,111,51459600,43247,Luisa
1868,43043,lote,Venta,Norte de Santander,69,66729900,43398,Luisa
1869,43043,apartamento,Venta,Norte de Santander,259,107433200,43140,Joaquín
1870,43043,lote,Venta,Norte de Santander,191,189529300,43302,María
1871,43044,Oficina,Venta,Norte de Santander,119,52348100,43402,Luisa
1872,43044,Industrial,Alquiler,Norte de Santander,233,164474700,43225,Carmen
1873,43044,parqueadero,Alquiler,Meta,122,116217200,43157,Luisa
1874,43046,apartamento,Venta,Boyacá,128,70656000,43206,Carmen
1875,43046,Oficina,Venta,Boyacá,93,58915500,43212,Carmen
1876,43047,Local,Alquiler,Boyacá,191,137099800,43350,Joaquín
1877,43047,Oficina,Venta,Meta,171,109388700,43199,Pedro
1878,43047,Local,Venta,Norte de Santander,170,97461000,43330,María
1879,43047,apartamento,Venta,Meta,59,26591300,43233,Luisa
1880,43047,Oficina,Alquiler,Norte de Santander,153,91279800,43251,Jesús
1881,43048,apartamento,Alquiler,Meta,157,117420300,43199,Pedro
1882,43048,lote,Alquiler,Boyacá,186,171399000,43340,María
1883,43048,parqueadero,Alquiler,Norte de Santander,156,150898800,43361,Jesús
1884,43049,Local,Alquiler,Cundinamarca,246,221621400,43207,María
1885,43051,lote,Venta,Meta,225,130050000,43305,Carmen
1886,43051,Oficina,Alquiler,Norte de Santander,273,233305800,43164,Joaquín
1887,43052,parqueadero,Venta,Cundinamarca,156,69248400,43150,Pedro
1888,43052,lote,Venta,Meta,68,39297200,43308,Pedro
1889,43052,apartamento,Alquiler,Boyacá,74,34158400,43206,Luisa
1890,43052,Oficina,Venta,Meta,251,207075000,43346,Carmen
1891,43052,Local,Alquiler,Cundinamarca,89,49973500,43331,María
1892,43052,Industrial,Venta,Meta,154,138076400,43224,Carmen
1893,43052,Oficina,Alquiler,Cundinamarca,70,52668000,43148,Joaquín
1894,43053,parqueadero,Venta,Norte de Santander,46,42688000,43236,Luisa
1895,43053,lote,Venta,Boyacá,280,172032000,43195,María
1896,43053,Oficina,Venta,Boyacá,191,80468300,43145,María
1897,43054,Oficina,Alquiler,Cundinamarca,62,42129000,43241,Joaquín
1898,43055,lote,Alquiler,Boyacá,163,117995700,43257,María
1899,43055,Industrial,Alquiler,Cundinamarca,114,87894000,43391,Luisa
1900,43055,Local,Venta,Meta,277,111658700,43374,Carmen
1901,43056,apartamento,Alquiler,Meta,161,91737800,43224,Carmen
1902,43056,Casa,Alquiler,Boyacá,65,43127500,43328,Luisa
1903,43058,parqueadero,Venta,Cundinamarca,145,121350500,43409,Pedro
1904,43058,Oficina,Venta,Meta,220,160160000,43225,Luisa
1905,43058,Local,Alquiler,Boyacá,87,75690000,43246,Carmen
1906,43059,Local,Alquiler,Meta,90,41643000,43405,Jesús
1907,43059,lote,Venta,Meta,106,50138000,43389,Jesús
1908,43060,parqueadero,Venta,Boyacá,51,47266800,43194,María
1909,43060,parqueadero,Alquiler,Meta,119,50860600,43329,Carmen
1910,43060,lote,Alquiler,Meta,185,117919000,43173,Luisa
1911,43060,Casa,Alquiler,Cundinamarca,113,105982700,43394,Joaquín
1912,43061,Industrial,Venta,Norte de Santander,95,78337000,43347,Jesús
1913,43061,Industrial,Alquiler,Meta,287,192634400,43269,María
1914,43061,Local,Alquiler,Boyacá,161,91464100,43201,Joaquín
1915,43061,Industrial,Alquiler,Boyacá,177,173690100,43397,María
1916,43061,Oficina,Venta,Boyacá,263,232386800,43245,Pedro
1917,43062,Local,Venta,Meta,58,42601000,43168,Joaquín
1918,43062,parqueadero,Venta,Norte de Santander,45,30181500,43392,Joaquín
1919,43062,Oficina,Alquiler,Meta,44,36396800,43345,Carmen
1920,43062,lote,Venta,Norte de Santander,243,234713700,43300,María
1921,43063,Oficina,Venta,Norte de Santander,87,65589300,43168,Jesús
1922,43063,Casa,Venta,Meta,223,136052300,43161,Jesús
1923,43063,lote,Alquiler,Meta,287,127628900,43209,María
1924,43064,parqueadero,Alquiler,Meta,295,261340500,43427,Carmen
1925,43064,Industrial,Alquiler,Cundinamarca,276,181773600,43357,Joaquín
1926,43064,lote,Alquiler,Norte de Santander,103,55712700,43228,Carmen
1927,43065,parqueadero,Alquiler,Norte de Santander,46,18768000,43417,Luisa
1928,43065,apartamento,Alquiler,Meta,179,167490300,43220,Jesús
1929,43065,apartamento,Alquiler,Norte de Santander,96,85449600,43187,Pedro
1930,43065,Industrial,Alquiler,Meta,276,153925200,43363,Pedro
1931,43066,Casa,Alquiler,Meta,288,122832000,43366,Jesús
1932,43066,Local,Venta,Norte de Santander,88,79569600,43244,María
1933,43066,Industrial,Alquiler,Cundinamarca,180,168804000,43288,Luisa
1934,43067,Industrial,Alquiler,Meta,105,102123000,43360,Carmen
1935,43067,Industrial,Alquiler,Meta,80,40528000,43188,Carmen
1936,43067,apartamento,Venta,Cundinamarca,249,178035000,43173,Luisa
1937,43067,lote,Venta,Norte de Santander,188,126599200,43394,Luisa
1938,43068,Local,Venta,Meta,154,78386000,43230,Carmen
1939,43068,Industrial,Alquiler,Norte de Santander,137,69363100,43302,Carmen
1940,43069,Industrial,Venta,Norte de Santander,102,94115400,43323,Pedro
1941,43069,Casa,Venta,Boyacá,172,170108000,43379,María
1942,43069,Oficina,Alquiler,Norte de Santander,113,74794700,43260,Pedro
1943,43070,Oficina,Venta,Boyacá,289,140656300,43322,Jesús
